gene_id,gene_symbol,gene_biotype,chr,start,end,strand,Sample1_dedup,Sample2_dedup,Sample3_dedup,Sample4_dedup,Sample5_dedup,Sample6_dedup,Sample7_dedup,Sample8_dedup,Sample9_dedup,Sample10_dedup
ENSG00000305365,Kdm3a,lncRNA,13,52849880,52850468,-,696,1509,1537,2028,1774,2429,858,1090,943,970
ENSG00000150276,Gm13534,transcribed_processed_pseudogene,13,52820497,52821018,+,0,0,0,0,0,1,0,0,1,1
ENSG00000136149,Tnfaip6,processed_pseudogene,13,54440704,54441315,-,13,21,63,33,23,80,17,13,19,57
ENSG00000234787,Tcf4,lncRNA,13,53950255,54270397,-,21146,7494,9840,10339,10633,14660,3277,3395,7947,5446
ENSG00000271652,Usp21,processed_pseudogene,13,54116476,54116851,+,877,1007,922,1544,1004,2055,602,783,750,867
ENSG00000294129,Nrd1,lncRNA,13,54268486,54353972,+,1973,3091,2459,4283,3202,6100,2080,2389,2207,2106
ENSG00000283126,Kcnip1,miRNA,13,54311972,54312048,-,3,0,0,4,3,14,4,5,0,1
ENSG00000287460,Lgals7,lncRNA,13,54572227,54777812,+,87,47,78,48,32,147,40,36,48,86
ENSG00000288765,Cstf2t,lncRNA,13,57630065,57631154,+,500,763,549,1057,838,1439,615,717,596,562
ENSG00000295740,Gm4759,lncRNA,13,58526903,58528691,-,0,1,1,4,4,1,1,1,3,0
ENSG00000222733,Shisa7,misc_RNA,13,58527655,58527751,-,71,141,125,271,127,316,216,250,98,142
ENSG00000214335,Ebf4,processed_pseudogene,13,58528615,58531026,+,12,28,28,52,39,82,17,18,21,17
ENSG00000118946,3110082I17Rik,protein_coding,13,57631744,57729311,+,321,264,490,693,381,898,616,657,278,492
ENSG00000278722,Smagp,lncRNA,13,57632759,57633575,-,2718,1971,3183,2752,1714,4574,2756,3020,1840,2905
ENSG00000238213,Ier2,processed_pseudogene,13,60274776,60276006,+,1638,1568,3257,2804,1578,3779,2396,2720,1782,2752
ENSG00000298057,Eif3k,lncRNA,13,60351319,60398004,-,4497,2424,4440,4748,3111,8815,3313,3283,3256,4361
ENSG00000083544,4930563E22Rik,protein_coding,13,60396457,60573879,+,10,23,15,30,28,60,14,23,9,17
ENSG00000298072,Tanc2,lncRNA,13,60551715,60583670,-,1491,1105,940,1642,1102,1566,221,291,706,584
ENSG00000298088,Zfand2a,lncRNA,13,60582974,60584466,-,295,476,654,790,617,1058,395,447,339,381
ENSG00000139734,A730061H03Rik,protein_coding,13,59665583,60163928,-,5,5,1,9,1,6,3,3,1,1
ENSG00000227528,Zfp472,lncRNA,13,60012709,60044357,+,135,133,171,261,175,412,249,253,177,165
ENSG00000265745,Rpia,misc_RNA,13,60034465,60034762,-,678,779,1172,1163,865,2321,1039,1266,758,983
ENSG00000223815,Notumos,lncRNA,13,60144612,60153689,+,859,898,794,1315,1136,1148,253,346,583,303
ENSG00000197991,Gm9913,protein_coding,13,61409858,61427849,-,1,1,1,1,4,4,0,0,0,0
ENSG00000295938,Sh3pxd2a,lncRNA,13,61414274,61435896,+,902,2230,1166,2909,2424,4391,661,790,1255,1053
ENSG00000279797,Tll1,lncRNA,13,61424689,61427946,-,4,20,7,26,25,38,7,7,7,5
ENSG00000280165,Dennd4a,protein_coding,13,61409685,61415849,-,188,389,407,727,394,796,234,275,287,267
ENSG00000300663,Aldh7a1,lncRNA,13,63593380,63735359,+,808,1180,768,1509,1198,2124,280,325,649,778
ENSG00000231061,Plxnb1,lncRNA,13,63667677,63742822,-,1628,3563,2190,5920,4952,5331,1357,1811,2012,1427
ENSG00000290963,Gper1,lncRNA,13,63737470,63742833,+,32,48,46,79,78,119,18,24,33,42
ENSG00000285764,Krt42,lncRNA,13,63738111,63751083,+,5,1,1,0,3,0,1,1,1,3
ENSG00000274052,Tgm5,transcribed_unprocessed_pseudogene,13,63742341,63742804,+,3,28,22,21,24,176,51,50,18,18
ENSG00000237378,Defb40,protein_coding,13,63746741,63751080,+,0,0,0,1,0,0,1,3,0,0
ENSG00000303018,BC048403,lncRNA,13,64179771,64180692,+,133,285,253,448,299,660,364,469,213,177
ENSG00000214269,Dpep2,processed_pseudogene,13,64958097,64959396,-,19,23,19,19,16,43,15,12,6,11
ENSG00000225249,Mast1,lncRNA,13,60618983,61176809,+,49,127,83,199,169,194,97,126,35,58
ENSG00000279657,Defb37,TEC,13,60730176,60733600,+,0,0,0,0,0,0,0,0,0,0
ENSG00000206854,Nebl,misc_RNA,13,60789560,60789661,+,1222,1713,1349,2665,2542,4898,1275,1454,1645,848
ENSG00000227510,B430305J03Rik,lncRNA,13,60916981,60945955,+,0,0,0,0,0,0,0,0,0,0
ENSG00000309859,4732471J01Rik,lncRNA,13,60930578,60933808,-,24,56,16,41,18,48,118,99,14,47
ENSG00000236608,Dusp7,processed_pseudogene,13,60636888,60638097,-,591,793,691,1174,897,1544,569,601,557,742
ENSG00000236565,Tmem39b,processed_pseudogene,13,65787932,65788764,-,323,315,294,460,253,810,317,375,227,342
ENSG00000290964,Gm6457,lncRNA,13,63828773,63844125,-,26,86,78,140,101,223,77,112,82,73
ENSG00000285566,Ptrh1,protein_coding,13,63832361,63833053,-,276,327,556,469,381,581,241,294,232,351
ENSG00000219926,Gm9920,transcribed_unprocessed_pseudogene,13,63836994,63837456,-,7,12,10,24,8,34,43,39,8,29
ENSG00000310090,Chd8,lncRNA,13,63842255,63859203,+,2479,2233,2144,3583,2811,4649,2043,2145,1744,1741
ENSG00000237849,Oas1f,processed_pseudogene,13,63975451,63976422,-,0,0,0,0,0,1,0,1,0,0
ENSG00000227674,Chchd3,lncRNA,13,63851197,64076044,-,1658,1474,1917,2164,1469,3864,1996,2037,1452,1823
ENSG00000294632,Lysmd1,lncRNA,13,67256491,67298411,-,92,77,94,129,87,241,64,64,59,71
ENSG00000214263,Ubxn7,processed_pseudogene,13,67266845,67267706,-,706,1086,927,1690,1353,2413,621,682,876,765
ENSG00000232380,1700016K19Rik,processed_pseudogene,13,68985058,68986064,+,10,10,12,10,6,29,25,19,5,25
ENSG00000302725,Krt16,lncRNA,13,67872098,67943550,-,43,29,55,45,38,167,24,24,41,64
ENSG00000231667,Exoc6,unprocessed_pseudogene,13,67902208,67903221,+,508,675,680,918,637,1662,789,897,627,506
ENSG00000302745,Grwd1,lncRNA,13,67909792,67911630,+,511,679,781,1102,674,1698,1281,1661,671,807
ENSG00000226537,Camk2d,transcribed_unprocessed_pseudogene,13,67910986,67911951,+,696,1275,1037,1469,1111,2078,1223,1363,867,844
ENSG00000226617,Gm9922,processed_pseudogene,13,72703693,72704138,+,30,22,15,37,23,31,9,21,10,8
ENSG00000293895,Ppfia2,lncRNA,13,71867444,71889020,+,6,7,4,5,11,23,4,0,4,0
ENSG00000204899,Gm9923,protein_coding,13,72708367,72727629,-,7,59,40,86,71,121,37,65,38,26
ENSG00000236972,H2-T24,processed_pseudogene,13,73100575,73100985,-,86,92,44,167,96,176,20,17,54,45
ENSG00000102554,Nudcd3,protein_coding,13,73054976,73077541,+,1470,1756,1472,2367,1582,3489,1657,2050,1511,1252
ENSG00000276644,Txlna,protein_coding,13,71437966,71867204,-,1161,2166,1449,3163,2215,3867,1672,2226,1471,1401
ENSG00000237816,Lipg,processed_pseudogene,13,71704181,71704655,+,165,364,308,612,257,426,196,245,328,290
ENSG00000294555,Adgrg4,lncRNA,13,71786815,71790132,-,1,0,0,0,0,11,1,1,1,0
ENSG00000233460,Gm9925,processed_pseudogene,13,71845981,71846317,+,0,0,1,2,5,3,2,2,0,1
ENSG00000236534,Slc51b,processed_pseudogene,13,71675067,71675469,+,7,20,7,11,1,8,39,38,4,33
ENSG00000136122,Fpgt,protein_coding,13,72727749,72756198,+,244,412,293,472,422,828,253,291,293,286
ENSG00000083520,Srcap,protein_coding,13,72752169,72782096,-,68,58,46,99,93,105,32,63,29,28
ENSG00000083535,Sh2d4a,protein_coding,13,72781641,73017823,+,322,878,574,902,406,1879,1394,1637,524,860
ENSG00000199381,Kirrel3os,snRNA,13,72881108,72881214,-,5,1,1,6,1,6,5,6,1,4
ENSG00000214249,Slc39a8,processed_pseudogene,13,75237944,75240296,-,2577,2330,2636,2920,1840,2953,1739,1967,1977,845
ENSG00000118922,Ech1,protein_coding,13,73686089,74134922,-,1368,1165,1461,1917,1155,4218,1371,1438,1191,1732
ENSG00000280348,Mat2a,TEC,13,73800074,73802203,+,5341,7363,7586,11246,8732,13178,8891,10225,5158,8408
ENSG00000279463,Kdm4d,lncRNA,13,73844683,73845130,-,4,3,1,6,5,13,3,5,4,0
ENSG00000296479,Nanp,lncRNA,13,74132407,74132909,+,15,5,15,15,52,83,10,43,29,7
ENSG00000136111,Gm9929,protein_coding,13,75283503,75482651,-,3,18,10,26,24,27,21,16,4,7
ENSG00000225203,Cyhr1,lncRNA,13,75375511,75377294,-,1654,2146,2163,3538,2664,4769,1719,2100,1866,2054
ENSG00000297284,Shisa6,lncRNA,13,75480881,75512657,+,0,0,3,0,0,9,1,3,1,0
ENSG00000118903,Cnn3,processed_pseudogene,13,76928066,76928836,+,7498,5910,7844,9642,6403,14508,6459,6576,6724,6056
ENSG00000178695,Adnp2,protein_coding,13,76880175,76886405,-,431,776,563,1100,793,1494,401,509,527,537
ENSG00000228002,Gm12474,processed_pseudogene,13,76984868,76987943,+,6,5,6,17,11,18,3,4,3,10
ENSG00000307967,Ang5,lncRNA,13,76931730,76980273,-,3,0,0,0,0,0,1,0,0,0
ENSG00000102794,Stum,protein_coding,13,76948511,76958638,+,16,33,11,56,38,59,20,32,20,34
ENSG00000233873,Lgals4,processed_pseudogene,13,76981175,76981916,-,10329,15152,16992,15612,6963,43703,49107,49035,10935,31292
ENSG00000188243,Pde5a,protein_coding,13,75525214,75549439,-,1085,1742,1233,2447,2138,3394,940,1090,1160,974
ENSG00000118939,Cd8a,protein_coding,13,75549483,75607472,+,1,8,11,48,7,27,0,1,17,12
ENSG00000261553,Zfp14,lncRNA,13,75549773,75807120,+,34,60,40,95,59,128,24,20,44,39
ENSG00000261105,Tusc1,lncRNA,13,75604700,75636023,-,150,106,126,159,92,134,298,317,129,152
ENSG00000136153,Tdrd9,protein_coding,13,75620434,75859870,+,3,5,7,7,3,8,5,11,5,3
ENSG00000230902,Ndst1,processed_pseudogene,13,75688556,75689197,-,1014,2892,1668,4429,3218,4379,910,1333,1942,1288
ENSG00000296142,Tmem179,lncRNA,13,75719633,75719752,+,6,3,2,0,8,12,1,3,1,8
ENSG00000228444,Sirt5,lncRNA,13,75631271,75632135,+,169,179,207,268,207,445,193,201,131,176
ENSG00000285714,Nt5dc3,lncRNA,13,77387035,77444219,+,99,241,200,388,251,606,289,344,162,216
ENSG00000302049,Rdh18-ps,lncRNA,13,77427374,77465973,+,1,3,1,7,5,11,6,13,0,4
ENSG00000302081,Tceal5,lncRNA,13,77447759,77448726,-,7,6,7,9,6,14,4,4,5,11
ENSG00000102805,Klk13,protein_coding,13,76990660,77019143,+,2,0,0,3,0,6,2,2,0,0
ENSG00000283208,Ercc6,protein_coding,13,76992078,77129589,+,309,700,476,941,762,990,495,677,390,356
ENSG00000005812,Rdh19,protein_coding,13,76992598,77027195,-,0,5,0,20,8,18,9,7,5,4
ENSG00000236051,A930004D18Rik,lncRNA,13,77026767,77129717,+,38,54,22,62,54,100,10,19,41,36
ENSG00000274898,Pkp3,lncRNA,13,77027944,77028482,+,1510,2794,2405,3177,2351,5225,2308,2758,2094,2120
ENSG00000005810,Iigp1,protein_coding,13,77042474,77327094,-,356,527,579,1568,430,1392,58,80,901,880
ENSG00000229521,Skida1,lncRNA,13,77080511,77081190,-,29,20,5,23,28,47,12,14,17,6
ENSG00000304645,Utp18,lncRNA,13,77326200,77328198,+,767,881,1134,1508,996,1977,1267,1298,904,924
ENSG00000288716,Capn12,protein_coding,13,77326905,77326988,-,15,21,20,21,22,39,24,36,9,10
ENSG00000230584,1810037I17Rik,processed_pseudogene,13,78908919,78910542,+,2604,831,2281,2235,1247,4143,1813,1745,1452,2364
ENSG00000136158,Slc25a40,protein_coding,13,80335518,80342983,-,165,186,193,389,281,458,204,228,143,145
ENSG00000306839,Try4,lncRNA,13,80339706,80364078,+,0,0,0,0,0,0,0,0,0,0
ENSG00000306878,Skp2,lncRNA,13,80341478,80342403,+,216,311,187,666,372,698,348,456,221,273
ENSG00000139746,H2-T3,protein_coding,13,79311824,79406477,-,1,1,0,8,10,18,17,10,0,1
ENSG00000252496,A430110L20Rik,rRNA_pseudogene,13,79389534,79389631,-,11,12,10,25,21,21,10,9,3,6
ENSG00000227354,Adm2,lncRNA,13,79405901,79427317,+,27,12,50,19,13,55,4,8,15,24
ENSG00000232132,Krt15,lncRNA,13,79422549,79481950,-,314,86,226,157,371,6746,712,721,254,136
ENSG00000102471,Syne3,protein_coding,13,79481155,79556077,+,15,53,19,83,83,114,14,22,28,12
ENSG00000294543,Fam83e,lncRNA,13,77767844,77832405,-,571,1748,1327,2182,1253,3513,2258,2769,999,1888
ENSG00000225579,Spock3,lncRNA,13,77779723,77908445,+,55,86,40,90,137,116,7,7,55,13
ENSG00000136160,Ceacam10,protein_coding,13,77895481,77975529,-,1509,830,1112,2225,626,1828,442,523,1790,1788
ENSG00000234377,A930012O16Rik,lncRNA,13,77919689,78617334,+,15,15,15,22,10,20,21,10,13,17
ENSG00000233379,Klf1,lncRNA,13,77939016,77975539,-,10,2,10,26,15,28,13,19,8,13
ENSG00000243035,Cthrc1,misc_RNA,13,77947497,77947772,-,17,4,12,10,22,40,4,6,7,16
ENSG00000236133,Gon4l,lncRNA,13,77972803,77997889,-,128,578,282,1002,782,1082,299,507,329,238
ENSG00000229249,Ffar4,lncRNA,13,77997898,78053604,+,215,273,320,437,144,425,356,379,215,577
ENSG00000235625,Ifi205,lncRNA,13,78275720,78277514,-,61,61,49,110,44,124,9,13,73,82
ENSG00000271386,Alkal2,processed_pseudogene,13,78285838,78286288,+,1,0,0,0,0,3,0,0,0,3
ENSG00000200686,Gzmm,misc_RNA,13,78355227,78355328,-,10,11,10,19,24,31,13,20,10,11
ENSG00000305909,Tprkb,lncRNA,13,78389824,78430607,-,523,421,516,829,703,1173,634,726,461,487
ENSG00000229865,Fra10ac1,processed_pseudogene,13,78422823,78423192,+,578,599,583,921,649,1339,569,622,456,501
ENSG00000224686,Gm9939,processed_pseudogene,13,78488182,78488513,+,3,0,10,6,8,10,3,6,3,0
ENSG00000296474,Fgfr3,lncRNA,13,78504990,78596021,-,76,148,113,283,111,186,182,260,74,238
ENSG00000271776,Msi1,lncRNA,13,78596129,78599619,+,327,642,503,868,675,521,67,70,307,258
ENSG00000152192,Lifr,protein_coding,13,78598362,78603552,-,452,681,344,1037,636,1137,229,293,419,308
ENSG00000152193,Arfgap3,protein_coding,13,78614283,78659166,-,1198,1604,1691,2507,1873,3741,1130,1394,1426,1419
ENSG00000296519,Prr14l,lncRNA,13,78658501,78667709,+,380,815,496,1216,903,1345,519,618,451,387
ENSG00000293057,P2ry10b,lncRNA,13,81689911,81691072,+,9,12,8,19,23,18,0,1,3,7
ENSG00000214182,Eapp,transcribed_processed_pseudogene,13,81690068,81690400,+,1054,765,1023,1199,906,2131,822,876,883,859
ENSG00000178235,D130007C19Rik,protein_coding,13,83877205,83882474,-,40,7,16,16,13,19,8,9,6,12
ENSG00000285680,Cpsf3,lncRNA,13,83877868,83895211,+,1253,1592,1501,2165,1524,3784,1670,1980,1274,1422
ENSG00000298571,Mrps21,lncRNA,13,80606656,80687430,+,2017,948,1569,1706,1144,3366,1222,1044,1114,1856
ENSG00000227862,Lrrc36,processed_pseudogene,13,80619098,80620067,-,1,1,4,7,5,15,5,7,0,4
ENSG00000286746,Taf4b,lncRNA,13,80653639,81017737,-,87,230,133,238,189,340,391,401,136,128
ENSG00000226683,Kcnn4,transcribed_processed_pseudogene,13,80654755,80657027,+,864,820,1392,1642,791,3064,2710,3078,1006,1920
ENSG00000231222,Rhob,processed_pseudogene,13,80888348,80888867,+,4574,8388,8290,11069,9909,16819,2920,3808,7458,6475
ENSG00000283371,Zfp747,unprocessed_pseudogene,13,86266842,86266926,-,352,437,474,717,515,937,394,412,396,303
ENSG00000277914,Pnma1,processed_pseudogene,13,86275493,86277262,+,5,22,25,43,33,27,14,10,8,20
ENSG00000288552,Ceacam2,lncRNA,13,89140990,89163307,-,114,752,250,789,1111,787,383,378,351,457
ENSG00000224419,Mdm4,processed_pseudogene,13,90230384,90231682,+,900,1751,1311,2856,2429,3394,1627,1845,901,948
ENSG00000283783,Cklf,miRNA,13,90231182,90231277,+,355,189,233,360,306,505,270,293,195,237
ENSG00000309114,Slfn5,lncRNA,13,90129849,90187014,+,865,1070,440,1138,838,1536,124,132,891,717
ENSG00000252696,Dnajc8,rRNA_pseudogene,13,90135712,90135841,-,3172,2106,3442,3744,2706,6477,2915,2922,2502,3022
ENSG00000309133,Spcs3,lncRNA,13,90177100,90206076,-,1588,1712,1673,2631,1826,4332,1693,2024,1684,1711
ENSG00000235879,Tmem74,processed_pseudogene,13,90170866,90171799,+,1,0,0,1,3,6,0,3,0,0
ENSG00000285699,Gm4793,lncRNA,13,87333946,87510469,+,1,0,0,1,1,1,1,0,0,0
ENSG00000228473,Slc30a7,processed_pseudogene,13,87379472,87380258,-,792,1229,973,1543,1112,2254,899,1023,792,935
ENSG00000228824,Cyp3a44,lncRNA,13,87427183,87674235,-,0,0,0,0,0,5,0,1,0,0
ENSG00000266052,2900041M22Rik,miRNA,13,87618665,87618740,-,22,9,3,14,8,20,4,4,11,10
ENSG00000165300,Fabp1,protein_coding,13,87671371,87696272,+,1,1,0,1,4,1,0,4,0,5
ENSG00000277640,Cadps,processed_pseudogene,13,87765752,87765881,-,286,620,557,1283,3764,1232,32,45,712,188
ENSG00000223404,A930005H10Rik,lncRNA,13,87691093,87810719,-,175,78,84,85,74,185,109,125,64,100
ENSG00000297973,Atpif1,lncRNA,13,87674296,87675040,-,3923,1092,2421,2025,1450,4030,2792,2245,1759,2676
ENSG00000272046,Tmem120b,lncRNA,13,87807634,87811232,-,133,149,160,189,169,233,60,59,98,81
ENSG00000215417,Gimap4,lncRNA,13,91347686,91397592,+,173,192,169,339,163,466,68,72,182,183
ENSG00000284536,Cpa1,miRNA,13,91350605,91350688,+,0,0,1,1,0,11,0,5,0,0
ENSG00000283815,Aes,miRNA,13,91350751,91350821,+,9928,9256,10126,12460,8701,18141,7254,7827,8666,10047
ENSG00000284204,Sytl5,miRNA,13,91350891,91350972,+,1,10,1,18,23,16,3,4,7,4
ENSG00000283762,Vapb,miRNA,13,91351065,91351135,+,1955,2831,2424,3941,2745,6185,2219,2427,2125,2601
ENSG00000284375,9430021M05Rik,miRNA,13,91351192,91351278,+,2,6,5,10,5,4,6,3,6,18
ENSG00000292285,Vsnl1,lncRNA,13,91351394,91360129,-,0,0,0,0,0,1,0,0,0,1
ENSG00000283705,Lclat1,miRNA,13,91351314,91351391,+,293,676,405,790,495,1442,674,769,390,399
ENSG00000271395,Thnsl2,lncRNA,13,89402398,89834274,+,70,123,89,82,49,204,109,116,69,117
ENSG00000226037,Kcnn2,lncRNA,13,89477608,89500509,-,23,8,21,28,24,36,19,21,12,16
ENSG00000236176,Tmem62,lncRNA,13,89548691,89553804,-,160,219,152,229,172,322,175,183,133,141
ENSG00000294764,Gm9947,lncRNA,13,89692405,89695599,-,7,16,3,7,7,11,4,3,5,1
ENSG00000234227,Dedd2,processed_pseudogene,13,89833157,89833941,-,595,981,918,1393,966,1700,836,997,663,799
ENSG00000088451,Parp4,protein_coding,13,94574054,94596276,-,499,1058,765,1340,963,1556,510,572,575,513
ENSG00000152749,Atad3aos,protein_coding,13,94601857,94634661,+,22,18,10,24,23,42,41,20,19,14
ENSG00000238230,Trim65,lncRNA,13,94698725,94708526,-,263,432,305,576,420,774,362,423,242,358
ENSG00000274168,Zfp867,misc_RNA,13,94699223,94699502,-,149,143,119,215,226,359,123,154,151,110
ENSG00000227640,Sh3bp2,lncRNA,13,94703454,94803430,+,527,933,790,1373,944,1747,373,450,645,571
ENSG00000125285,Ms4a5,protein_coding,13,94709622,94712545,-,0,0,0,0,0,0,0,1,0,0
ENSG00000237924,Ugt1a6a,processed_pseudogene,13,94760553,94761015,-,7,12,7,15,8,20,34,21,1,12
ENSG00000235768,Adam12,processed_pseudogene,13,94757451,94759272,-,487,580,400,860,716,1037,116,130,368,231
ENSG00000125257,Gm4876,protein_coding,13,95019835,95301822,-,13,40,27,37,24,28,18,27,9,10
ENSG00000289887,Pla2r1,lncRNA,13,95273960,95278212,+,127,215,128,361,313,467,53,51,110,63
ENSG00000297451,Pabpc1l,lncRNA,13,95300523,95311011,+,68,25,43,45,42,87,72,85,43,35
ENSG00000223298,Gm9949,misc_RNA,13,95310830,95310955,-,3,9,9,5,10,14,6,3,3,7
ENSG00000134873,Oscar,protein_coding,13,95433604,95579759,+,7,1,6,3,7,14,6,13,1,0
ENSG00000223392,9130230L23Rik,lncRNA,13,95479444,95533910,-,30,59,33,39,16,77,48,61,22,25
ENSG00000134874,Cggbp1,protein_coding,13,95578202,95644740,-,1673,2741,2227,4217,3146,5605,1711,2026,2223,1971
ENSG00000179399,Kdm2a,protein_coding,13,91398621,92873682,+,2471,4368,2407,5319,4092,6571,1813,2437,2324,2154
ENSG00000282864,Mgmt,TEC,13,91485793,91486870,+,35,31,37,48,36,185,43,36,27,51
ENSG00000282997,Mettl7a1,lncRNA,13,91994518,91996523,+,1199,1431,1068,1550,1352,3007,1457,1772,1101,1345
ENSG00000252508,D730045B01Rik,snRNA,13,92059844,92059969,+,6,17,6,31,14,13,14,13,12,7
ENSG00000229287,Xlr,processed_pseudogene,13,92180715,92180885,-,33,15,6,48,21,53,6,1,16,38
ENSG00000303246,Ugt2b5,lncRNA,13,92219854,92220211,+,0,0,0,0,0,6,1,0,0,5
ENSG00000282865,Slc8a1,TEC,13,92239835,92241951,-,171,321,135,495,287,726,54,65,173,172
ENSG00000232885,Mmrn1,lncRNA,13,92339794,92379536,-,51,105,146,304,358,256,25,34,281,78
ENSG00000283097,Zfp869,TEC,13,92446470,92449056,+,494,598,587,885,782,1487,629,713,551,539
ENSG00000236240,Pm20d2,lncRNA,13,92484606,92510094,+,3,11,0,14,17,17,11,25,3,12
ENSG00000263741,Ano9,miRNA,13,92490163,92490220,+,272,633,481,931,545,1223,1591,1760,279,625
ENSG00000287159,5830411N06Rik,lncRNA,13,92607712,92677748,-,17,41,23,65,35,113,7,4,59,8
ENSG00000235984,Tmem119,lncRNA,13,92701389,92721614,-,2166,1902,3670,2931,2468,6092,495,568,1640,1791
ENSG00000282993,1600014C10Rik,TEC,13,92658994,92659227,-,294,465,338,786,479,1079,138,166,421,366
ENSG00000302670,Srsf12,lncRNA,13,93216503,93302033,+,0,3,3,7,6,17,3,2,4,2
ENSG00000286843,Emcn,lncRNA,13,93309669,93311063,-,199,163,156,203,197,618,67,70,167,165
ENSG00000235784,Adam10,processed_pseudogene,13,93394977,93395855,-,4224,7862,5010,9485,7692,12052,2649,3126,5332,4115
ENSG00000224394,Ap1s3,lncRNA,13,93818424,93836144,-,163,316,177,365,294,498,303,372,148,214
ENSG00000212559,Ankrd24,rRNA_pseudogene,13,94025470,94025598,-,88,124,93,211,186,230,102,142,62,91
ENSG00000307427,Zscan22,lncRNA,13,94132860,94142083,-,189,253,192,360,226,548,242,266,224,175
ENSG00000236520,Zfp771,lncRNA,13,94154193,94187991,-,617,417,682,785,536,782,468,544,474,629
ENSG00000289204,Hmgb2,lncRNA,13,94232987,94235379,+,3437,2066,3810,4630,3547,6643,6904,7218,3508,4456
ENSG00000302693,Lrrc8c,lncRNA,13,93226017,93234132,-,359,689,588,870,781,1448,176,177,485,280
ENSG00000278177,Vmac,lncRNA,13,93226612,93227317,-,442,392,376,590,434,857,356,437,386,399
ENSG00000183098,Phactr1,protein_coding,13,93226807,94408020,+,51,38,50,90,37,106,16,19,72,21
ENSG00000247400,Msra,lncRNA,13,95648711,95677367,-,382,233,313,450,239,750,470,525,304,354
ENSG00000102580,Zfp182,protein_coding,13,95677114,95794988,+,49,183,100,249,241,345,155,151,112,94
ENSG00000229622,Fsd1l,processed_pseudogene,13,95692538,95693972,+,95,127,88,274,159,228,120,121,101,115
ENSG00000227714,Mtnr1a,processed_pseudogene,13,95693983,95694495,-,0,1,0,3,0,11,4,3,1,1
ENSG00000232373,Set,processed_pseudogene,13,95694569,95695705,+,8590,8128,9379,12904,9999,19394,10519,11704,8788,9157
ENSG00000276809,Kctd18,lncRNA,13,95744726,95745765,+,182,340,263,419,380,655,200,239,183,225
ENSG00000165621,Klhl18,protein_coding,13,96985713,96994730,-,353,651,450,976,618,1111,416,554,347,374
ENSG00000309124,Cadm4,lncRNA,13,96898819,96935116,+,610,1234,1191,1313,1289,1415,330,401,963,707
ENSG00000102595,Actn4,protein_coding,13,95801580,96053482,-,10273,19127,15524,23306,16795,31115,10943,14519,10904,11970
ENSG00000226977,Usp46,processed_pseudogene,13,95809310,95809607,-,575,780,647,1179,860,1979,598,787,615,657
ENSG00000233124,1700041G16Rik,lncRNA,13,97117149,97187578,-,8,9,10,9,6,11,5,4,8,3
ENSG00000306786,Nsd3,lncRNA,13,97141812,97153123,+,1261,1846,1567,2885,2075,3657,1263,1630,1261,1176
ENSG00000286416,Elp6,lncRNA,13,97405169,97433994,-,292,229,244,342,259,525,225,265,207,215
ENSG00000294374,Atrnl1,lncRNA,13,97424137,97427311,+,594,1310,740,1613,1078,2307,651,790,774,792
ENSG00000125249,Smim10l2a,protein_coding,13,97434169,97469128,+,28,21,30,58,42,105,36,44,23,46
ENSG00000276573,Rnd1,lncRNA,13,97435946,97436168,+,58,101,183,130,118,271,108,83,63,156
ENSG00000276704,Tafa5,lncRNA,13,97437268,97437630,+,480,198,465,313,314,225,60,72,283,130
ENSG00000139793,Tmem158,protein_coding,13,97221434,97394121,+,458,465,291,613,529,771,220,256,427,336
ENSG00000306806,Pcnx3,lncRNA,13,97235411,97242910,-,1116,2617,1613,4002,2725,4150,1539,2097,1380,1475
ENSG00000286334,Dsp,lncRNA,13,97278768,97295400,-,4646,12597,7416,15828,12369,23878,8636,10568,7474,5451
ENSG00000202290,Txk,rRNA_pseudogene,13,97362972,97363101,-,5,5,14,21,8,11,14,12,5,7
ENSG00000304344,Zfp667,lncRNA,13,97493308,97645153,-,68,127,75,151,164,191,44,53,79,64
ENSG00000295607,Dmac2l,lncRNA,13,96084630,96090017,-,276,251,232,350,329,569,267,262,220,197
ENSG00000242614,Arhgef33,misc_RNA,13,96169545,96169847,+,8,26,11,44,31,49,13,11,13,10
ENSG00000283487,Wbscr25,miRNA,13,96427229,96427292,+,87,53,69,46,39,65,36,46,27,21
ENSG00000233273,Klhl5,processed_pseudogene,13,96573659,96574499,+,452,843,661,1212,774,1883,652,852,542,665
ENSG00000185352,Zkscan4,protein_coding,13,96090107,96839562,+,14,14,8,23,26,46,18,12,17,10
ENSG00000304940,Afp,lncRNA,13,97930192,97931947,-,140,166,84,145,161,72,4,8,58,37
ENSG00000270725,Kcnmb4,lncRNA,13,97939356,97953539,+,46,20,25,16,24,26,8,8,23,11
ENSG00000065150,Zfp174,protein_coding,13,97953658,98024296,+,28,57,42,85,64,114,28,45,32,20
ENSG00000232217,Miga1,processed_pseudogene,13,97986950,97987216,-,260,487,391,856,490,1121,362,416,428,476
ENSG00000260992,Gm9958,lncRNA,13,99087819,99088625,+,76,78,71,98,129,144,108,115,51,53
ENSG00000088387,9130008F23Rik,protein_coding,13,98793429,99086625,-,197,265,280,297,196,591,182,186,147,218
ENSG00000229918,Nt5c1a,lncRNA,13,98811020,98834640,+,1,37,28,55,18,37,30,56,16,16
ENSG00000275919,Zfp647,processed_pseudogene,13,98871742,98872005,+,112,102,99,154,112,230,69,64,109,74
